YEAR,ECO10,ECO3,HUC4,AG_TOT,ANC,CA,CL,COND,DOC,FOR_TOT,Sodium,NH4,NO3,NTL,PH,SIO2,TSS,TURB,URB_TOT
2001,XE-CALIF,XE,1802,0,4213.5,3259.2,10928.4,1623,0.88,67.69,7793.5,0.4,34.7,579,8.51,10.04,0.2,0.229,0
2001,MT-PNW,MT,1802,0,495.7,466.6,9.9,83.08,0.49,81.5,146.2,0.4,5,70,7.77,16.64,0.1,0.128,0
2001,XE-CALIF,XE,1802,0,2505.6,840.3,59.5,239,0.97,30.76,536.3,0.6,7.9,203,8.03,61,0.1,0.156,0
2001,MT-SWEST,MT,1807,0,3668.1,2314.1,318.7,403.5,1.93,14.44,1131.3,0.6,2.1,104,8.18,39.66,0.2,0.18,0
2001,MT-PNW,MT,1801,0,5095.2,1770,3.9,407.4,1.55,76.52,245.9,0.6,0,135,8.75,29.08,0.1,0.4,0
2001,MT-PNW,MT,1801,0,2250.5,972.4,3.9,203.2,1.25,86.97,134.9,0.4,2.9,70,8.3,24.29,0.1,0.129,0
2001,MT-PNW,MT,1801,0,3010.2,2367.7,40.3,298.5,0.63,96.44,208.1,0.3,7.9,174,8.29,25.2,3.5,0.322,0
2001,MT-PNW,MT,1801,7.64,1268.8,591,108.3,147,2.67,61.33,412.5,0.8,0,344,8.58,19.33,1,0.794,0.29
2001,XE-CALIF,XE,1802,1.68,1244.1,1061.6,1568,416.6,4.2,78.02,2047,2.6,332.7,5113,7.79,17.18,4.7,2.06,2.32
2001,XE-CALIF,XE,1807,64.07,5892.5,20843.5,5129.5,4105,4.7,1.73,9016.9,5.1,3438.3,48219,7.94,36.47,4.2,1.15,12.24
2001,MT-SWEST,MT,1807,0.25,567.3,244.7,98.4,71.97,4,64.16,391.6,0.6,0,145,7.44,32.28,2.5,0.256,0
2001,XE-CALIF,XE,1802,0,2292.2,1721.3,151.5,248.5,1.35,51.4,336.6,0.4,0,88,8.17,10.98,0.2,0.315,0
2001,XE-CALIF,XE,1807,0.3,1603.1,1886.1,953.4,423.4,1.73,40.47,1202.3,0.4,2.9,141,7.83,33.19,4.3,0.508,0.03
2001,MT-SWEST,MT,1807,0.03,2387.5,1396.2,304.3,268.3,4.61,43.24,587,0.6,0,348,8.29,11.33,2.3,0.413,2.76
2001,MT-PNW,MT,1804,0,648.4,771.3,854.1,174.8,0.91,92.7,411.2,0.5,0,171,7.54,26.71,5.5,0.228,0.36
2001,MT-PNW,MT,1802,0,1135,536.9,9,110.3,0.6,92.05,194.4,0.4,3.6,48,7.84,33.48,0,0.158,0
2001,XE-CALIF,XE,1802,1.6,1062.8,574.8,159.9,137.2,1.49,54.09,266.6,0.4,83.5,1433,7.8,36.74,20.8,1.32,34.77
2001,XE-CALIF,XE,1805,0.01,4129.9,2283.9,600.5,562.8,0.77,43.82,1461.4,0.6,509.7,7400,7.83,30.07,0.5,0.225,14.05
2001,MT-PNW,MT,1801,0,192.6,122.1,31.3,23.68,0.63,91.75,61.6,0.4,0,15,6.54,4.68,4.5,0.343,0
2001,MT-PNW,MT,1802,0,1687.2,71.5,5.9,153.2,0.5,52.09,11,0.3,2.1,44,8.3,17.09,0.1,0.177,0
2001,MT-PNW,MT,1801,0,561.4,270.4,7.3,56.29,0.67,89.5,125.1,0.2,0,64,7.72,31.4,1.7,0.566,0.02
2001,XE-CALIF,XE,1806,6.2,5976.4,9877,5609.6,2250,3.88,17.7,6412.5,82,708.9,12150,8.09,27.39,157.1,13.1,0.84
2001,XE-SOUTH,XE,1809,0,213.7,149.7,5.9,23.37,1.03,29.17,57.1,0.3,0,105,7.54,6.14,3.2,1.01,0
2001,MT-PNW,MT,1808,0,2019,949.3,32.4,192.1,1.2,77.45,454.5,0.4,0,63,7.76,39.03,8.7,2.82,0.04
2001,MT-PNW,MT,1804,0,630.1,296.1,33.6,65.49,0.62,97.54,153.2,0.4,2.9,81,7.48,18,2.1,0.234,0
2001,MT-PNW,MT,1801,0,3265,2475.9,15.8,305.7,0.59,93.71,67.4,0.3,0,40,8.48,17.06,8.6,0.246,0
2001,MT-PNW,MT,1801,0,3075.1,1786.7,389.2,319.3,0.9,79.69,378.7,0.4,2.9,94,8.34,17.23,0.1,0.2,0
2001,MT-SWEST,MT,1807,0,3785.9,2431,130.3,383.9,1.73,56.93,465,0.4,2.1,81,8.11,21.97,0.1,0.15,0.28
2001,XE-CALIF,XE,1807,0.33,2322.4,1397,757.3,315.6,2.23,68.52,937.8,0.9,2.1,130,7.52,42.15,1.3,0.173,0.01
2001,MT-SWEST,MT,1807,0,357.3,268.1,9,51.23,0.68,85.84,115.3,0.8,0,74,7.67,12.48,3.5,0.355,0
2001,MT-SWEST,MT,1807,0.17,1417.8,660.3,192.9,163.8,2.86,52.76,798.5,0.6,2.9,131,7.42,44.54,1.3,0.16,0
2001,MT-PNW,MT,1801,0,1504.9,785.4,26.2,144.7,0.72,92,81,0.5,2.1,53,8.13,13.39,0.2,0.129,0
2001,MT-SWEST,MT,1807,0.49,2501.9,8807.4,72.5,1312,1.66,21.94,1022.6,0.4,0,84,8.1,19.38,0.1,0.188,0
2001,MT-SWEST,MT,1807,0.84,1814.6,973.2,371.8,230.4,3.6,62.15,837.8,0.6,0,209,8.02,29.83,1,0.262,0.07
2001,MT-SWEST,MT,1807,0.13,4649.9,3704.7,493.6,599.3,0.96,13.69,1324.6,0.1,4.3,89,8.27,19.87,0.1,0.139,0.09
2001,MT-SWEST,MT,1807,0,2505.2,1598.4,1079.4,424.1,1.84,40.01,2144.4,0.9,253.4,3720,8.38,33.67,1.4,0.309,1.57
2001,MT-SWEST,MT,1807,0.09,1426.7,1248.5,47.7,200.5,3.76,27.48,279.5,9.6,3.6,1641,8.21,6.46,15.1,2.23,0.01
2001,XE-CALIF,XE,1801,0,4217.9,3006.6,3.9,347.1,0.68,67.15,215.7,1.1,4.3,159,7.72,14.69,3.3,0.356,0
2001,MT-PNW,MT,1801,0,1423.7,879.5,153.4,165.1,0.75,72.53,273.9,0.4,4.3,318,7.9,19.79,0.3,0.183,2.13
2001,MT-PNW,MT,1801,0.34,2101,1511,136.2,248.1,0.79,66.17,319.7,0.3,0,63,8.49,10.71,0.1,0.525,0.16
2001,MT-PNW,MT,1801,0,1169.8,303.4,68,130.5,0.56,94,102.4,0.2,2.1,48,8.31,14.19,0.1,0.194,0.05
2001,MT-PNW,MT,1801,0,833.3,492.9,13.5,84.3,1.31,64.21,93.4,0.4,0,113,7.21,11.11,1.8,0.323,0
2001,MT-PNW,MT,1801,0,1465.3,1022.8,28.8,164.2,0.67,68.34,150.2,0.4,0,38,7.71,8.46,0.1,0.17,0.04
2001,MT-PNW,MT,1801,0,1878.3,1158.8,31,191.1,0.8,89.36,222.8,0.6,5,93,8.01,29.71,0.1,0.217,0
2001,MT-PNW,MT,1801,0,3937.8,1014.5,277.3,358.5,0.81,87.91,2051,0.4,2.1,45,8.12,14.21,0.1,1.49,0
2001,MT-PNW,MT,1801,0,794.2,451.5,6.2,82.6,0.98,95.08,157.4,0.2,35.7,576,7.44,23.92,5.2,0.997,0
2001,XE-CALIF,XE,1801,0,1666.8,810.8,561.3,252.3,4.11,68.08,789.5,0.6,2.1,349,8.47,20.65,7.4,4.98,0
2001,MT-PNW,MT,1801,0,3017,2176.1,20.6,288.8,0.67,86.12,154.7,0.2,0,26,8.27,19.04,0.3,0.092,0
2001,MT-PNW,MT,1801,0,1530.8,900.6,17.8,150.7,1.35,79.71,178.3,0.4,0,50,7.97,16.3,0.2,0.135,0
2001,XE-SOUTH,XE,1605,0,1571.1,732.2,14.9,152.7,1.27,33.68,335.8,0.4,0,104,8.16,33.34,3.3,1.02,0
2001,MT-PNW,MT,1802,0,1122.4,524.6,115.9,126.5,0.36,96.11,246.8,0.2,5.7,80,7.46,16.01,0,0.132,0
2001,MT-PNW,MT,1801,0,765.7,205.4,25.9,72.97,1.23,94.31,84.7,0.5,2.9,98,7.55,10.74,1.9,0.377,0
2001,XE-SOUTH,XE,1810,0.27,2470.4,2005.7,89.7,279,1.14,13.18,601.5,0.4,0,60,8.28,29.78,0.5,0.174,0
2001,XE-CALIF,XE,1806,0,2448.6,1750.4,234.1,321.5,0.65,91.87,682.1,0.4,12.1,221,8.14,20.21,1.1,0.216,0
2001,XE-CALIF,XE,1807,31.33,3641.9,6264.1,5738.2,1531,2.5,10.2,4962.6,0.9,538.3,7244,8.11,45.96,3.2,0.532,0.29
2001,MT-SWEST,MT,1807,0.41,2908.2,9733.8,87.2,1353,2.39,26.75,1103.5,0.6,0,228,8.18,22.91,1.9,0.532,0.01
2001,MT-SWEST,MT,1807,0.03,1834.3,1344.7,123.5,195.1,1.11,45.29,443.4,0.6,3.6,180,8.3,21.27,5,0.208,2.4
2001,MT-SWEST,MT,1807,0.01,4179,2656.5,245.4,467,1.4,29.32,1417.3,0.9,18.6,364,7.97,23.74,0.1,0.234,0.09
2001,MT-SWEST,MT,1807,0.38,3621.7,5886,265.7,918.5,1.25,21.08,1709.4,0.4,0,83,8.14,16.26,0.1,0.178,0.05
2001,PL-NCULT,PL,1016,70.68,7057,3715.8,539.9,1138,13.4,0.93,4269.4,3.1,21.4,2055,8.38,18.2,126.7,11.8,0.38
2001,MT-PNW,MT,1801,0,1615,674.9,505.7,224.5,3.45,86.15,684.7,1,4.3,98,7.38,17.6,5,1.69,0
2001,PL-NCULT,PL,902,72.9,6343.2,4477.5,732.2,1102,8.8,2.21,3964.7,1.1,2.1,1588,8.47,10.1,306.5,78,0.41
2001,XE-CALIF,XE,1806,3.16,5465.7,5127.6,1763.7,1080,1.98,30.77,3512,0.7,40.7,718,8.23,10.72,0.2,0.269,0.71
2001,PL-NCULT,PL,902,72.81,6324.7,4244.6,726.6,1083,9.28,2.21,4137.9,1.2,2.1,1500,8.51,10.01,282,110,0.4
2001,PL-RANGE,PL,1013,45.65,5121.5,1935.2,143.6,920.7,11.21,0,4889.2,2.3,0,809,8.36,6.42,0.3,2.39,0.77
2001,PL-NCULT,PL,902,91.63,4897.1,4933.8,558.8,1019,6.82,1.48,3047,1.8,25,1250,8.42,17.58,20.8,4.28,0.33
2001,PL-NCULT,PL,901,27.98,5347.2,2520.1,216.3,670.5,17.13,46.78,998.5,4.7,5.7,1701,8.28,10.84,70.1,11.2,1.81
2001,PL-RANGE,PL,1013,70.41,8237.1,5821.5,256.7,3071,20.44,0.03,21484.9,2.2,0,1723,8.4,3.53,68.9,33,0
2001,PL-NCULT,PL,902,75.5,7253.6,5009.6,722.6,1168,13.63,2.67,3561.4,17.6,20.7,2215,8.11,28.07,46.8,17.9,0.29
2001,PL-NCULT,PL,902,97.13,7125.2,7300.4,104.4,1229,17.07,0.66,999.1,9.1,8.6,1645,7.89,14.72,4.4,2.22,1.09
2001,PL-RANGE,PL,1013,73.71,5894.7,3528.7,374.9,1563,11.41,0,8524,1.5,0,1089,8.48,5.72,54.7,15.8,1
2001,XE-CALIF,XE,1806,2.75,7721.8,7850.2,12853.5,2942,4.48,7.88,15673.6,1.1,53.5,1271,7.94,40.34,47.5,15.6,2.3
2001,PL-NCULT,PL,901,63.75,7205.7,2773.4,731.9,1036,11.92,0.9,4855,1.6,2.1,1178,8.3,14.43,29.4,13.6,0.82
2001,PL-NCULT,PL,902,72.15,6267.4,3287.7,445.7,1036,11.91,1.92,4616.3,2.4,2.1,1339,8.66,1.41,80.4,29.1,0.44
2001,PL-NCULT,PL,902,56.07,8652.7,3445.2,532.5,1427,19.55,1.56,8197.9,7.5,13.6,2054,8.22,22.16,43.4,25.5,0.24
2001,PL-NCULT,PL,901,58.67,6283.2,2263.8,600.8,987.4,14.54,4.01,4948.9,1.9,1.4,1320,8.32,9.7,7.6,6.13,0.92
2001,PL-NCULT,PL,902,67.42,8483.5,3728.7,442.3,1391,19.74,2.31,7445.4,4.8,20.7,2199,8.25,26.55,57.4,29.8,0.37
2001,MT-SWEST,MT,1506,0.35,4660.3,2537.9,771.2,632.5,1.29,47.17,1660.8,0.4,3.6,98,8.55,20.19,10.2,4.7,0.47
2001,PL-NCULT,PL,902,93.55,5825.1,4814.8,1182.4,971.7,9.13,3.99,3042.5,3.4,0,1014,8.02,21.35,55.2,12.8,0.34
2001,PL-NCULT,PL,901,29.57,3955.8,1571.2,108.3,451.1,17.5,49.32,329.8,3.1,4.3,1575,8.53,6.12,5.9,6.37,1.24
2001,PL-NCULT,PL,902,56.24,8328.7,3767.9,561,1484,19.79,1.63,7358.7,6.7,15.7,2148,8.2,23.63,64,30.9,0.23
2001,PL-NCULT,PL,902,93.98,6244.8,6625.7,938.1,1534,11.42,0.89,4921.8,1.4,5.7,1570,8.38,17.68,53.7,19.4,0.45
2001,PL-NCULT,PL,1016,71.65,6813.3,3776.6,561.9,1089,12.43,0.97,3882,5.6,43.5,2060,8.22,19.49,127.1,25.4,0.37
2001,MT-NROCK,MT,1012,1.96,3200.2,1830.8,128.9,320.7,2.68,90.59,106.7,0.3,0,144,8.5,9.8,10.6,6.02,0
2001,PL-RANGE,PL,1013,2.58,9648.5,2650.7,468.8,1560,8.02,0,12979.4,8.2,0,1034,7.75,16.6,36.5,9.67,0.12
2001,PL-RANGE,PL,1013,17.37,5777.5,18180.4,1597,5063,11.64,0.01,32004.8,7.8,0,1273,7.51,9.4,9.9,4.71,0.64
2001,PL-NCULT,PL,1017,82.44,3789.5,4578.3,345.8,1056,8.85,1.28,1864.4,8.2,30.7,1975,7.93,12.38,138.3,37.9,0.74
2001,MT-NROCK,MT,1012,2.01,2373.1,1673.9,315.9,310.3,3.29,90.71,391.3,0.6,3.6,251,8.37,6.63,0.3,0.52,0.63
2001,PL-NCULT,PL,1019,0.49,755.8,620.2,181.9,119.8,2.21,65.85,241.7,0.3,0,131,7.87,7.84,5.4,17.1,0.66
2001,PL-RANGE,PL,1014,85.26,6051.5,8256.9,889.3,1694,7.38,1.12,4453.5,5.6,9.3,1021,7.83,22.54,3.6,3.18,0.06
2001,PL-NCULT,PL,1016,76.64,6201.2,7231.1,584.1,1852,12.66,0.47,5168.9,44.3,4.3,3295,7.89,27.05,345.6,229,0.12
2001,PL-NCULT,PL,1016,75.67,6569.2,3401.2,859.2,1063,12.15,0.98,3732.8,4,0,1256,8.11,21.76,54.2,24,0.34
2001,PL-RANGE,PL,1014,41.21,4393.5,14024.7,1132.5,2342,5.91,10.76,7120.8,0.9,0,453,7.82,17.94,27.4,9.73,0.22
2001,PL-RANGE,PL,1014,48.64,2578.3,8720.6,2922.7,2573,1.3,1.96,9121.4,0.4,0,134,8.01,14.04,4.4,2.18,1.02
2001,PL-RANGE,PL,1015,74.59,7519.1,6782.1,1039.7,1157,11.6,0.35,3468.8,3.4,15,2028,8.29,27.06,107.5,48,0.47
2001,PL-RANGE,PL,1013,35.11,6947.6,2203.8,259.5,1735,8.47,0.17,12888.3,0.6,0,944,8.68,5.03,296.4,232,0.15
2001,XE-EPLAT,XE,1402,5.36,4922.8,6611.8,219.7,1270,4.43,72.74,2783.1,0.9,0,438,8.26,17.76,78.7,18.6,0.09
2001,XE-EPLAT,XE,1406,0,3947.8,2566.6,139.3,375.3,2.22,56.45,149.6,1.1,17.1,541,8.48,6.1,57.6,1.6,0
2001,XE-EPLAT,XE,1403,3.4,3510.1,5486.2,2272.8,1118,3.07,50.28,3763.8,1.4,65,1356,8.25,10.03,422.5,184,0.36
2001,MT-SROCK,MT,1601,0,3883.9,2409.7,62.1,333.7,0.9,40.05,105.7,0.8,5,129,8.47,5.28,1.8,0.304,0.02
2001,XE-SOUTH,XE,1603,0,3179.6,1954.6,223.7,322.1,4.43,85.26,471,0.4,2.1,191,8.1,34.7,26,2.7,0
2001,XE-SOUTH,XE,1501,1.41,3939.9,3080.3,730,557.6,2.65,40.37,1172.6,0.5,2.9,293,8.43,24.82,129.8,45.5,0.23
2001,MT-SROCK,MT,1406,0.06,162.4,106.7,8.5,23.13,2.45,73.7,35.4,0.4,5,181,7.27,4.42,6.4,8.2,0
2001,MT-SROCK,MT,1602,0,4541,3464.2,983.8,563,0.81,46.61,1122.2,0.9,17.1,391,8.23,17.02,24.4,1.6,0.09
2001,MT-SROCK,MT,1406,0.42,3944.4,3190.1,48,534.5,1.89,33.4,301.8,1.1,29.3,605,8.58,4.09,10.4,1.69,0
2001,MT-SROCK,MT,1404,0,572.6,399.9,12.1,61,4.32,88.37,75.5,0.6,0,313,7.23,6.26,19.3,39.3,0
2001,XE-EPLAT,XE,1403,0.34,2427.5,2217.3,618.6,435.5,1.38,47.54,817.4,0.7,5.7,179,8.37,7.42,2.5,1.43,0.04
2001,MT-PNW,MT,1702,0,533.5,304.9,7.3,50.23,0.96,98.58,123.9,0.4,0,36,7.63,19.33,0.1,0.155,0
2001,XE-NORTH,XE,1702,1.3,816.4,442,38.1,97.44,0.86,70.95,159.9,1,22.1,395,9.02,9.52,1.3,0.43,0.36
2001,MT-PNW,MT,1702,0,501,204.9,13.3,56.38,0.72,70.99,52.2,0.2,1.4,49,7.87,7.59,0.7,0.167,0.01
2001,MT-PNW,MT,1702,0,171.8,120.7,10.4,24.38,0.96,85.03,48.4,0.5,2.9,51,7.15,8.19,0.2,0.135,0.01
2001,MT-PNW,MT,1702,0,82,79.2,3.9,12.84,0.63,66.29,19,0.4,3.6,50,7.14,2.86,0.3,0.125,0
2001,MT-PNW,MT,1711,0,252.9,216.4,17.8,36.24,0.54,85.11,92.9,0.4,0,29,7.45,11.08,0,0.066,0.39
2001,MT-NROCK,MT,1702,0.17,1762.6,1081,27.4,188.8,1.38,86.75,264.8,0.5,6.4,144,7.99,28.48,0.7,0.22,0
2001,MT-PNW,MT,1702,0.15,343.3,219.8,13.8,44.97,0.71,73.33,69.1,0.4,1.4,74,7.78,8.15,0.6,0.34,0.09
2001,MT-PNW,MT,1710,0.02,373.5,282.5,29.6,46.58,1.08,45.22,89.2,0.4,2.1,43,6.69,10.84,0.2,0.108,0.08
2001,MT-PNW,MT,1708,0,531.7,314.4,49.4,62.26,3.3,100.15,178.4,0.5,16.4,300,7.64,18.73,0.6,0.323,0
2001,MT-PNW,MT,1702,0,286.1,215.1,5.6,32.23,0.6,96.18,62.2,0.4,0,15,7.5,11.97,0.6,0.097,0
2001,MT-PNW,MT,1702,0,1536.2,848.3,20.6,141.5,0.66,56.33,99.5,0.2,0,23,8.15,14.46,0.1,0.078,0.13
2001,MT-PNW,MT,1702,0,1781.4,1132.4,25.4,168.6,1.03,90.77,168.6,0.8,3.6,120,7.81,16.1,1.8,0.469,0.02
2001,MT-PNW,MT,1702,0,508.4,414.5,7.3,66.51,0.57,99.45,90.3,0.1,3.6,84,7.62,17.43,2.5,0.122,0
2001,MT-PNW,MT,1702,0,623.1,136.1,13,58.5,0.79,56.62,43.7,0.4,1.4,38,7.77,10.24,0.1,0.099,0
2001,MT-PNW,MT,1702,0,801.7,214.1,22.8,85.3,1.07,79.07,42.1,0.4,0,45,7.95,10.44,0.1,0.13,0
2001,MT-PNW,MT,1702,0,275.4,168.2,12.4,33.24,0.9,84.95,68,0.4,0,45,7.44,10.39,0.1,0.111,0.01
2001,MT-PNW,MT,1711,0,553.5,424.6,45.4,66.43,0.96,86.38,97,0.4,2.9,79,8.15,6.6,0.5,1.44,0.24
2001,MT-PNW,MT,1708,0,603,402,13,61.14,0.5,79.11,129.2,0.4,1.4,35,7.82,12.99,0.8,0.096,0.03
2001,MT-PNW,MT,1710,0,504.4,362.8,120.7,76.14,1.47,88.53,183.8,0.8,5,100,7.27,7.36,0.2,0.702,0
2001,MT-NROCK,MT,1706,0,885.6,439.8,18.3,91.66,1.59,65.02,132.8,0.5,3.6,79,7.84,37.13,0.2,0.85,0
2001,MT-PNW,MT,1703,0,703.1,413.9,14.4,67.87,0.5,86.41,170.2,0.2,0,28,7.53,15.25,0.4,0.094,0
2001,MT-PNW,MT,1710,0.01,260.6,219.8,83.2,49.83,0.76,88.83,156.8,0.9,5.7,80,7.33,7.48,0.1,0.262,0
2001,XE-EPLAT,XE,1405,2.14,2575.5,1608.4,58.7,337.9,4.91,85.06,825.1,0.8,0,409,8.52,9.4,15.3,13.1,0
2000,MT-SWEST,MT,1506,0,3834.7,1812.2,119.3,364,0.78,84.58,291.4,0.4,3.6,166,8.53,17.74,38.1,1.37,0.01
2000,MT-SWEST,MT,1506,0,1052.4,483.2,31.6,112.3,2.01,36.68,228.7,1.2,0,324,7.9,18.24,32.6,11.4,0
2000,MT-SWEST,MT,1506,0,4350.5,2590.2,251,482.5,0.46,58.63,406.5,0.5,2.1,371,8.32,21.77,11.7,0.147,0.03
2000,XE-SOUTH,XE,1503,0.41,5476.6,2275.1,1994.7,816.8,1.72,32.79,3999,0.6,0,174,7.97,28.52,5.2,0.279,0.11
2000,MT-SWEST,MT,1504,0,974.8,440.7,20.9,95.5,0.75,75.36,247,0.6,3.6,66,7.96,26.97,0.5,0.205,0
2000,MT-SWEST,MT,1506,0,2045.2,1402.3,49.4,203.2,0.49,94.57,85.1,0.4,4.3,61,8.2,8.7,1.9,0.436,0.25
2000,MT-SWEST,MT,1504,0.01,3668.4,3140.7,4382.6,863.3,1.45,83.55,3547.8,0.7,0,174,8.61,30.09,9.8,0.307,0
2000,MT-SWEST,MT,1506,0,952.8,460.2,16.6,103.2,1.52,77.59,158.9,0.7,0,363,7.35,25.24,46.5,0.595,0
2000,MT-PNW,MT,1804,0,353.6,221.6,69.4,45.62,0.77,52.58,155.6,0.5,0,63,7.52,15.96,0,0.108,0
2000,MT-PNW,MT,1802,4.58,874.6,401.6,13.8,90.9,2.33,63.12,217.6,0.5,2.9,248,7.99,33.98,4.8,1.35,0.01
2000,MT-PNW,MT,1802,0,1303.7,955,37.5,151.1,0.57,89.19,167.4,0.2,0,59,8.07,13.81,0.1,0.147,0.02
2000,MT-PNW,MT,1802,0,1211.9,832.9,12.1,125.2,0.54,78.21,109,0.6,0,101,8.1,12.72,3.6,0.177,0.07
2000,MT-SWEST,MT,1807,18.12,2023.8,1629.9,1513.3,545.1,2.52,43.2,2199.2,0.9,19.3,468,8.75,12.51,3.8,0.891,1.85
2000,XE-CALIF,XE,1807,18.07,3765.4,5204,1091.6,1076,3.24,43.15,3151.5,0.5,0,188,8.17,15.87,5.9,1.03,1.85
2001,MT-SROCK,MT,1402,0,669.6,697.2,20.9,108.7,4.04,98.94,87.2,0.4,1.4,135,7.92,6.72,0.9,2.77,0
2000,MT-SWEST,MT,1807,0.08,1472.2,689.7,190.4,171.7,1.96,73.49,714.9,2.2,10,304,7.38,42.71,3.7,0.205,0.3
2000,XE-CALIF,XE,1806,2.76,6597,7063.6,2316.8,1216,3.51,34.37,3505.6,0.7,2.1,253,8.18,28.31,3.6,1.74,0.6
2000,XE-CALIF,XE,1807,80.32,5676.1,25693.5,4295.2,3915,3.55,2.08,14510.8,1.8,5989.9,89750,8.06,44.48,32.1,2.36,9.67
2000,MT-SWEST,MT,1807,0.02,3946.7,2631.8,218.6,407.8,2.12,41.28,716.9,1.4,11.4,286,8.12,23.02,1,0.364,0.01
2000,MT-SWEST,MT,1807,2.58,3154.3,1776.7,673.6,435.3,1.65,17.66,1693.5,1.2,5,280,8.31,17.17,23.7,1.95,0.21
2000,MT-PNW,MT,1801,0,985.3,464.6,81.5,110.2,0.92,77.85,124.5,0.2,0,64,8.27,13.09,2.4,0.3,0.13
2000,MT-PNW,MT,1801,0,3940.7,1790.9,107.2,372.8,1.48,85.86,258,0.3,28.6,509,8.39,30.22,2.7,0.213,0.8
2000,MT-PNW,MT,1801,1.03,2161.5,1257.3,272.2,265,0.81,89.2,600.4,0.4,4.3,94,7.39,18.57,3.8,0.364,0
2000,MT-PNW,MT,1801,8.36,1648.6,652.9,160.8,197.1,4.09,58.83,564.5,1.1,7.9,621,8.63,30.13,6.4,0.778,0.31
2000,MT-PNW,MT,1801,0,1929.6,122.6,59.5,209.9,1.42,89.26,109.4,0.4,2.1,91,8.18,22.99,0.4,0.147,0
2000,MT-PNW,MT,1801,3.07,2687.5,2296.9,915.8,467.2,2.62,72.46,1492.4,0.8,7.1,244,8.12,6.61,1.8,0.875,0
2000,MT-PNW,MT,1801,9.19,1642.2,616.1,157.7,201.6,4.81,55.37,664.8,1.6,25,1051,8.61,36.49,8.8,2.33,0.35
2000,MT-PNW,MT,1801,0,969.3,912.7,88.6,127.4,0.87,73.43,147.7,0.4,2.9,74,7.85,6.49,0,0.176,0
2000,MT-PNW,MT,1801,0,965.4,592.8,136.8,118.9,1.19,98.15,318.6,0.3,2.9,106,7.65,13.99,2.2,0.224,0
2000,MT-PNW,MT,1801,0,1080.5,494.3,24,110.4,0.77,92.08,102.7,0.4,4.3,98,8.02,21.35,1.4,0.25,0
2000,MT-PNW,MT,1801,0,309.4,156.6,575.1,115.3,1.41,88.46,598,0.2,7.9,141,7.04,21,34.3,3.2,0
2000,MT-PNW,MT,1605,0,793.1,418,79.5,94.5,0.96,57.8,250.1,0.4,0,100,8.06,15.78,10.7,0.876,2.44
2000,MT-PNW,MT,1801,8.23,1599.4,664.3,145.8,190.7,4.05,59.33,580,0.9,8.6,651,8.8,29.11,9.2,0.8,0.31
2001,PL-RANGE,PL,1019,4.33,2215.2,3194.2,1992.5,633,3.16,28.34,1327.5,0.4,0,253,8.84,22.12,4.8,0.88,2.94
2000,MT-SROCK,MT,1301,0,354.6,241.2,4.5,39.99,0.58,2.21,59.4,0.6,2.1,76,7.99,20.44,0.6,0.205,0
2000,MT-SROCK,MT,1401,0,204.9,216.2,0,31.04,0.78,0,26,0.5,5,106,7.47,2.66,0.9,0.192,0
2000,MT-SROCK,MT,1402,0.02,1533.4,1207.3,16.4,157.3,1.53,78.86,168.8,0.3,2.1,88,8.12,9.68,2.4,0.773,0
2000,XE-EPLAT,XE,1405,0,8609.3,6037.2,627.6,1739,9.01,47.84,6806.1,0.9,0,566,8.34,16.62,15.1,0.256,0
2000,MT-SROCK,MT,1301,0.02,730.1,485.2,10.4,78.67,1.84,55.39,174.7,0.5,4.3,159,7.89,30.99,0.3,0.743,0
2000,MT-SROCK,MT,1301,0.01,276.4,496.8,11.3,88.29,1.67,56.04,159.1,0.5,2.1,58,7.73,20.24,0.2,0.155,0
2000,PL-RANGE,PL,1102,5.1,5562.7,15713.4,2422.9,3167,2.49,17.74,15028.4,1.1,526.2,6981,7.63,34.23,128.5,3.63,1.09
2000,MT-SROCK,MT,1402,1.91,2392.1,1919.1,18.9,259.9,1.54,70.94,272.2,0.2,4.3,124,8.3,20.31,12.6,0.375,0
2000,MT-SROCK,MT,1019,0.59,1602.1,1202.1,497.8,219.4,6.76,74.81,370.6,0.5,0,370,7.68,14.95,10.3,3.21,0.05
2000,MT-SROCK,MT,1019,0,63.1,69.1,5.6,12.9,0.89,11.26,21.4,0.9,10,180,7.13,2.17,0.2,0.232,0
2000,MT-NROCK,MT,1706,0,975.6,838,7.1,102.8,0.82,79.34,55.7,0.6,11.4,213,8.07,12.87,6,0.089,0
2000,MT-NROCK,MT,1705,0,432.8,285.7,6.8,49.6,0.95,75.22,139.1,0.2,0,49,7.74,17.24,2.2,0.187,0
2000,MT-NROCK,MT,1701,0.02,495.1,316.5,7.9,62.5,0.6,94.83,46.5,0.3,2.1,39,7.5,10.2,0,0.121,0.08
2000,MT-NROCK,MT,1705,0,444.8,344.4,4.8,48.97,0.7,46.32,81.7,0.3,5.7,139,7.65,12.42,1,0.137,0
2000,MT-NROCK,MT,1701,0,93.9,101,6.2,19.64,1.17,84.3,38.9,0.4,24.3,399,7.03,6.92,0,0.085,0
2001,MT-SROCK,MT,1402,0.08,567.1,884.2,9,135.1,0.63,28.16,88.3,0.4,0,145,7.84,8.73,11,2.37,0
2000,MT-NROCK,MT,1705,0,1626.8,882.8,66.6,229,1.05,28.43,1199.9,0.2,2.1,69,8.02,46.25,3.4,0.44,0.02
